YEAR - TEAM,GAMES,POINTS_PLAYED,MINUTES,ASSISTSS,GOALS,BLOCKS,P/M,COMPLETIONS,COMPLETION_PERCENT,THROWING_YARDS,RECEIVING_YARDS,HOCKEY_ASSISTS,TURNS,STALLS,DROPS,CALLAHANS,HUCKS,HUCK_PERCENT,OFFESNIVE_PP,DEFENSIVE_PP,PULLS,PULL_PERCENT,PULL_HANGTIME,NAME,SEASON
2018 - SJ,7,113,100,9,15,2,15,69,86.25,--,--,8,10,0,1,0,--,--,83,30,2,100,5.57,Joe Thompson,regular season
2014 - ROC,6,112,137,7,2,1,-12,174,88.32,--,--,8,21,0,1,0,--,--,90,22,2,100,--,Joe Thompson,regular season
2013 - ROC,6,123,0,12,7,4,9,165,92.7,--,--,0,13,0,1,0,--,--,96,27,0,--,--,Joe Thompson,regular season
Career,26,417,298,30,29,8,18,426,89.68,19,29,18,46,0,3,0,0,0,296,121,4,100,5.57,Joe Thompson,regular season
2018 - DAL,6,62,59,1,0,0,-4,14,73.68,--,--,3,5,0,0,0,--,--,4,58,0,--,--,Joe Tylutki,regular season
2016 - CHI,9,164,193,11,5,2,1,315,94.31,--,--,12,14,2,3,0,--,--,131,33,6,100,4.12,Joe Young,regular season
2017 - VAN,10,175,167,8,2,4,-10,193,88.53,--,--,20,23,1,1,0,--,--,104,71,8,80,5.46,Joel Bellavance,regular season
2016 - VAN,7,137,117,7,10,2,6,138,89.61,--,--,14,11,0,2,0,--,--,71,66,1,100,7.76,Joel Bellavance,regular season
2015 - VAN,14,395,371,58,19,2,43,573,93.93,--,--,42,28,1,8,0,--,--,324,71,0,--,--,Joel Bellavance,regular season
Career,31,707,656,73,31,8,39,904,92.06,--,--,76,62,2,11,0,--,--,499,208,9,81.82,5.92,Joel Bellavance,regular season
2019 - DAL,9,123,115,0,2,7,7,16,94.12,--,--,3,1,0,1,0,--,--,15,108,0,--,--,Joel Clutton,regular season
2018 - DAL,11,197,207,3,13,19,28,71,89.87,--,--,6,6,0,1,0,--,--,30,167,7,100,5.28,Joel Clutton,regular season
2017 - DAL,4,49,36,0,3,5,5,11,84.62,--,--,1,2,0,1,0,--,--,2,47,1,100,3.75,Joel Clutton,regular season
2016 - AUS,10,219,198,6,16,12,23,70,89.74,--,--,11,8,0,3,0,--,--,86,133,1,100,0.94,Joel Clutton,regular season
Career,34,588,557,9,34,43,63,168,89.84,--,--,21,17,0,6,0,--,--,133,455,9,100,4.63,Joel Clutton,regular season
2019 - DAL,1,14,9,0,0,1,1,0,0,--,--,0,0,0,0,0,--,--,0,14,0,--,--,Joel Clutton,post-season
2018 - DAL,3,55,50,0,2,2,2,18,90,--,--,2,2,0,0,0,--,--,9,46,1,100,6.25,Joel Clutton,post-season
2017 - DAL,3,39,34,0,1,1,2,13,92.86,--,--,3,0,0,0,0,--,--,2,37,0,--,--,Joel Clutton,post-season
Career,7,108,95,0,3,4,5,31,91.18,--,--,5,2,0,0,0,--,--,11,97,1,100,6.25,Joel Clutton,post-season
2016 - MIN,2,33,26,1,1,1,-1,9,90,--,--,1,1,0,3,0,--,--,27,6,0,--,--,Joel Morton,regular season
2017 - SF,6,170,130,18,32,1,42,216,97.3,--,--,27,5,0,4,0,--,--,152,18,0,--,--,Joel Schlachet,regular season
2016 - SF,7,155,151,9,28,7,26,96,86.49,--,--,11,15,0,3,0,--,--,83,72,0,--,--,Joel Schlachet,regular season
Career,13,325,282,27,60,8,68,312,93.69,--,--,38,20,0,7,0,--,--,235,90,0,--,--,Joel Schlachet,regular season
2017 - SF,3,62,49,9,13,1,20,85,96.59,--,--,8,3,0,0,0,--,--,60,2,0,--,--,Joel Schlachet,post-season
2016 - SF,1,21,22,3,2,2,5,23,95.83,--,--,1,1,0,1,0,--,--,17,4,0,--,--,Joel Schlachet,post-season
Career,4,83,71,12,15,3,25,108,96.43,--,--,9,4,0,1,0,--,--,77,6,0,--,--,Joel Schlachet,post-season
2019 - ATL,7,113,120,2,14,7,18,27,84.38,--,--,3,4,0,1,0,--,--,47,66,0,--,--,Joel Wooten,regular season
2018 - IND,2,23,26,0,1,2,-5,12,60,--,--,0,7,0,1,0,--,--,3,20,0,--,--,Joey Cari,regular season
2017 - IND,11,203,212,18,5,6,1,307,91.64,--,--,21,25,0,3,0,--,--,181,22,0,--,--,Joey Cari,regular season
2016 - IND,10,206,189,19,10,3,17,280,93.65,--,--,26,13,0,2,0,--,--,179,27,0,--,--,Joey Cari,regular season
2014 - IND,14,313,325,28,37,6,42,342,93.19,--,--,31,20,0,9,0,--,--,276,37,0,--,--,Joey Cari,regular season
2013 - IND,11,136,0,6,3,5,4,75,92.59,--,--,0,6,0,4,0,--,--,31,105,1,50,--,Joey Cari,regular season
2012 - IND,8,26,0,9,2,9,15,34,89.47,--,--,0,4,0,1,0,--,--,15,11,0,--,--,Joey Cari,regular season
Career,56,907,752,80,58,31,74,1050,92.11,--,--,78,75,0,20,0,--,--,685,222,1,50,--,Joey Cari,regular season
2014 - IND,1,25,31,1,4,1,4,29,93.55,--,--,1,2,0,0,0,--,--,23,2,0,--,--,Joey Cari,post-season
2013 - IND,1,4,0,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,1,3,0,--,--,Joey Cari,post-season
Career,2,29,31,1,4,1,4,29,93.55,--,--,1,2,0,0,0,--,--,24,5,0,--,--,Joey Cari,post-season
2021 - RAL,4,60,76,0,2,3,2,13,81.25,73,98,1,3,0,0,0,0,0,2,58,23,100,6.68,Joey Cretella,regular season
2019 - RAL,4,76,78,5,3,6,11,38,95,--,--,5,2,0,1,0,--,--,16,60,38,97.44,6.26,Joey Cretella,regular season
2018 - RAL,5,72,80,4,6,3,6,29,85.29,--,--,0,5,0,2,0,--,--,31,41,2,100,5.68,Joey Cretella,regular season
2016 - RAL,9,192,190,7,9,10,13,108,91.53,--,--,9,6,0,7,0,--,--,52,140,15,100,6.27,Joey Cretella,regular season
2015 - RAL,10,258,227,15,8,14,16,88,80.73,--,--,13,18,0,3,0,--,--,60,198,1,100,5.63,Joey Cretella,regular season
Career,32,658,652,31,28,36,48,276,87.07,73,98,28,34,0,13,0,0,0,161,497,79,98.75,6.37,Joey Cretella,regular season
2021 - RAL,3,34,35,1,0,1,2,14,87.5,-26,116,0,0,0,0,0,0,0,3,31,7,77.78,8.97,Joey Cretella,post-season
2019 - RAL,1,18,20,0,1,0,1,5,100,--,--,2,0,0,0,0,--,--,6,12,1,100,4.81,Joey Cretella,post-season
2018 - RAL,2,30,32,1,0,1,0,11,91.67,--,--,2,1,0,1,0,--,--,5,25,12,100,6.15,Joey Cretella,post-season
2016 - RAL,1,23,16,0,1,1,1,2,100,--,--,0,0,0,1,0,--,--,3,20,0,--,--,Joey Cretella,post-season
2015 - RAL,2,51,39,3,1,0,2,23,88.46,--,--,3,1,0,1,0,--,--,15,36,1,100,9.42,Joey Cretella,post-season
Career,9,156,144,5,3,3,6,55,90.16,-26,116,7,2,0,3,0,0,0,32,124,21,91.3,7.04,Joey Cretella,post-season
2021 - SD,1,13,11,0,1,0,1,3,100,6,50,0,0,0,0,0,0,0,2,11,0,--,--,Joey Huppert,regular season
2019 - SD,3,17,13,0,0,1,0,2,66.67,--,--,0,1,0,0,0,--,--,4,13,0,--,--,Joey Huppert,regular season
2018 - SD,9,113,74,1,15,2,12,45,88.24,--,--,8,4,1,2,0,--,--,94,19,0,--,--,Joey Huppert,regular season
Career,13,143,99,1,16,3,13,50,87.72,6,50,8,5,1,2,0,0,0,100,43,0,--,--,Joey Huppert,regular season
2019 - CHI,8,98,98,4,3,1,3,41,89.13,--,--,3,4,0,1,0,--,--,20,78,0,--,--,Joey Kennedy,regular season
2019 - CHI,1,10,8,0,0,0,-1,3,75,--,--,1,1,0,0,0,--,--,2,8,0,--,--,Joey Kennedy,post-season
2017 - DET,4,113,129,4,3,3,-3,216,91.53,--,--,8,12,0,1,0,--,--,100,13,0,--,--,Joey Ricks,regular season
2021 - AUS,12,254,267,15,17,13,32,111,89.52,551,1675,9,11,0,2,0,1,50,67,187,0,--,--,Joey Wylie,regular season
2016 - DET,6,34,33,1,0,1,-4,31,83.78,--,--,2,6,0,0,0,--,--,7,27,0,--,--,John Abela,regular season
2014 - DET,7,119,123,5,5,4,1,67,83.75,--,--,0,12,0,1,0,--,--,47,72,1,100,1.55,John Abela,regular season
2013 - DET,9,92,0,7,9,5,6,81,90,--,--,0,9,0,6,0,--,--,37,55,5,55.56,--,John Abela,regular season
Career,22,245,156,13,14,10,3,179,86.47,--,--,2,27,0,7,0,--,--,91,154,6,60,1.55,John Abela,regular season
2017 - DC,10,151,141,3,6,6,13,39,97.5,--,--,5,1,0,1,0,--,--,11,140,1,100,--,John Agan,regular season
2016 - DC,11,160,158,5,11,3,16,58,93.55,--,--,3,3,0,0,0,--,--,46,114,0,--,--,John Agan,regular season
Career,21,311,299,8,17,9,29,97,95.1,--,--,8,4,0,1,0,--,--,57,254,1,100,--,John Agan,regular season
2016 - DC,2,22,19,0,0,1,0,1,50,--,--,0,1,0,0,0,--,--,1,21,0,--,--,John Agan,post-season
2014 - SJ,9,132,116,3,6,2,8,36,92.31,--,--,5,3,0,0,0,--,--,14,118,4,100,5.86,John Bergen,regular season
2013 - MIN,13,192,0,7,5,11,12,121,93.08,--,--,0,9,0,2,0,--,--,42,150,15,88.24,--,John Bergen,regular season
Career,22,324,116,10,11,13,20,157,92.9,--,--,5,12,0,2,0,--,--,56,268,19,90.48,5.86,John Bergen,regular season
2015 - JAX,13,280,267,20,8,11,6,356,89.45,--,--,27,31,0,2,0,--,--,139,141,13,81.25,6.02,John Best,regular season
2015 - JAX,1,18,14,3,1,0,3,17,94.44,--,--,1,1,0,0,0,--,--,5,13,0,--,--,John Best,post-season
2019 - ATL,5,14,8,0,0,0,0,2,100,--,--,1,0,0,0,0,--,--,3,11,0,--,--,John Boezi,regular season
2021 - PIT,2,20,24,0,0,0,-1,2,50,7,11,0,1,0,0,0,0,0,1,19,9,100,4.76,John Buss,regular season
2019 - PIT,5,41,28,0,2,2,3,14,100,--,--,4,0,0,1,0,--,--,3,38,7,100,4.02,John Buss,regular season
2018 - PIT,12,161,168,6,0,3,-2,129,91.49,--,--,7,10,0,1,0,--,--,53,108,67,89.33,5.7,John Buss,regular season
Career,19,222,221,6,2,5,0,145,91.19,7,11,11,11,0,2,0,0,0,57,165,83,91.21,5.47,John Buss,regular season
2019 - PIT,1,7,5,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,1,6,0,--,--,John Buss,post-season
2018 - NSH,12,171,148,3,7,7,14,44,93.62,--,--,0,2,1,1,0,--,--,74,97,0,--,--,John Carden,regular season
2017 - NSH,11,188,163,6,7,5,9,39,81.25,--,--,5,7,1,2,0,--,--,86,102,0,--,--,John Carden,regular season
2016 - NSH,13,240,211,6,7,11,15,45,90,--,--,4,4,1,5,0,--,--,59,181,0,--,--,John Carden,regular season
2015 - NSH,10,163,149,5,12,11,23,54,91.53,--,--,4,3,0,2,0,--,--,48,115,0,--,--,John Carden,regular season
Career,46,762,673,20,33,34,61,182,89.22,--,--,13,16,3,10,0,--,--,267,495,0,--,--,John Carden,regular season
2021 - AUS,5,92,96,10,3,3,11,51,94.44,247,615,5,3,0,2,0,0,0,14,78,0,--,--,John Cecil,regular season
2019 - AUS,9,114,116,1,3,3,2,18,90,--,--,3,2,0,3,0,--,--,21,93,0,--,--,John Cecil,regular season
2018 - AUS,8,127,106,2,4,7,10,24,96,--,--,2,1,0,2,0,--,--,33,94,0,--,--,John Cecil,regular season
2017 - AUS,8,127,104,2,7,6,11,28,90.32,--,--,2,3,0,1,0,--,--,20,107,1,100,1.43,John Cecil,regular season
2015 - IND,8,101,79,0,8,7,10,11,73.33,--,--,1,3,0,2,0,--,--,4,97,0,--,--,John Cecil,regular season
Career,38,561,503,15,25,26,44,132,91.03,247,615,13,12,0,10,0,0,0,92,469,1,100,1.43,John Cecil,regular season
2021 - AUS,7,106,122,4,1,3,-8,71,80.68,558,-107,4,16,0,0,0,2,18.18,44,62,38,97.44,8.29,John Clyde,regular season
2018 - SF,2,39,37,1,0,0,-2,38,92.68,--,--,3,3,0,0,0,--,--,19,20,8,100,6.61,John David Liboon,regular season
2018 - SEA,12,165,131,2,7,6,8,10,71.43,--,--,2,4,0,3,0,--,--,24,141,43,95.56,5.62,John Doherty,regular season
2017 - SEA,13,225,190,3,12,13,20,40,83.33,--,--,2,8,0,0,0,--,--,14,211,59,96.72,7.17,John Doherty,regular season
Career,25,390,322,5,19,19,28,50,80.65,--,--,4,12,0,3,0,--,--,38,352,102,96.23,6.52,John Doherty,regular season
2016 - NY,7,87,77,1,5,2,5,16,88.89,--,--,1,2,0,1,0,--,--,8,79,0,--,--,John Geraghty,regular season
2015 - MIN,1,20,22,1,1,0,-1,19,79.17,--,--,1,3,0,0,0,--,--,8,12,0,--,--,John Groess,regular season
2014 - MIN,3,33,24,1,1,0,0,18,81.82,--,--,0,1,0,1,0,--,--,7,26,0,--,--,John Groess,regular season
2013 - MIN,14,218,0,9,4,13,18,157,95.73,--,--,0,7,0,1,0,--,--,54,164,2,100,--,John Groess,regular season
Career,18,271,46,11,6,13,17,194,92.38,--,--,1,11,0,2,0,--,--,69,202,2,100,--,John Groess,regular season
2015 - OTT,8,131,115,6,7,0,3,43,87.76,--,--,3,6,0,4,0,--,--,115,16,0,--,--,John Haig,regular season
2016 - PHI,10,152,157,2,3,4,-11,79,83.16,--,--,1,14,1,6,0,--,--,49,103,69,98.57,5.3,John Henkel,regular season
2019 - TB,3,42,43,0,1,1,2,2,100,--,--,0,0,0,0,0,--,--,4,38,0,--,--,John Holk,regular season
2014 - NY,5,37,40,1,1,2,0,17,80.95,--,--,0,4,0,0,0,--,--,15,22,0,--,--,John I,regular season
2019 - IND,9,78,74,0,2,5,2,12,80,--,--,0,3,0,2,0,--,--,7,71,0,--,--,John Jones,regular season
2018 - IND,11,163,148,3,11,16,25,28,87.5,--,--,5,4,0,1,0,--,--,15,148,0,--,--,John Jones,regular season
2017 - IND,13,203,173,3,9,14,23,22,91.67,--,--,1,2,0,1,0,--,--,30,173,0,--,--,John Jones,regular season
2016 - IND,3,39,28,0,2,2,4,5,100,--,--,2,0,0,0,0,--,--,2,37,0,--,--,John Jones,regular season
Career,36,483,424,6,24,37,54,67,88.16,--,--,8,9,0,4,0,--,--,54,429,0,--,--,John Jones,regular season
2019 - IND,2,16,11,0,0,0,0,1,100,--,--,0,0,0,0,0,--,--,0,16,0,--,--,John Jones,post-season
2018 - IND,2,22,22,0,1,0,0,1,50,--,--,0,1,0,0,0,--,--,5,17,0,--,--,John Jones,post-season
Career,4,38,33,0,1,0,0,2,66.67,--,--,0,1,0,0,0,--,--,5,33,0,--,--,John Jones,post-season
2014 - SEA,9,102,103,6,2,2,0,62,88.57,--,--,1,7,0,3,0,--,--,31,71,1,100,3.65,John Klaassen,regular season
2014 - CHI,10,177,175,17,10,11,32,111,93.28,--,--,12,6,0,0,0,--,--,75,102,53,96.36,4.98,John Kolb,regular season
2013 - CHI,11,149,0,8,11,5,11,93,88.57,--,--,0,12,0,1,0,--,--,31,118,31,96.88,--,John Kolb,regular season
Career,21,326,175,25,21,16,43,204,91.07,--,--,12,18,0,1,0,--,--,106,220,84,96.55,4.98,John Kolb,regular season
2014 - CHI,1,11,12,0,0,1,1,4,100,--,--,0,0,0,0,0,--,--,2,9,6,100,5.45,John Kolb,post-season
2013 - CHI,1,16,0,0,2,0,1,7,87.5,--,--,0,1,0,0,0,--,--,7,9,0,--,--,John Kolb,post-season
Career,2,27,12,0,2,1,2,11,91.67,--,--,0,1,0,0,0,--,--,9,18,6,100,5.45,John Kolb,post-season
2012 - CON,12,266,0,19,68,8,86,35,87.5,--,--,0,6,0,3,0,--,--,158,108,0,--,--,John Korber,regular season
2021 - NY,11,245,251,10,36,6,43,143,94.7,859,2877,20,7,0,2,0,6,75,242,3,0,--,--,John Lithio,regular season
2021 - NY,3,70,82,0,9,1,9,43,97.73,115,595,6,1,0,0,0,0,0,70,0,0,--,--,John Lithio,post-season
2015 - VAN,11,244,194,34,6,0,16,369,92.95,--,--,33,23,1,1,0,--,--,225,19,1,100,7.44,John Norris,regular season
2018 - TB,13,257,252,5,31,6,32,72,90,--,--,10,8,0,2,0,--,--,146,111,0,--,--,John Paul Taylor,regular season
2019 - SEA,3,48,47,0,4,1,4,30,93.75,--,--,1,1,0,0,0,--,--,11,37,4,80,5.39,John Quandt,regular season
2018 - SEA,9,125,92,3,6,8,16,20,100,--,--,3,0,0,1,0,--,--,13,112,8,88.89,3.41,John Quandt,regular season
2014 - SEA,13,237,247,16,29,10,31,136,88.89,--,--,11,17,0,7,0,--,--,210,27,1,100,6.07,John Quandt,regular season
Career,25,410,387,19,39,19,51,186,90.73,--,--,15,18,0,8,0,--,--,234,176,13,86.67,4.27,John Quandt,regular season
2012 - ROC,5,8,0,0,3,3,5,9,90,--,--,0,1,0,0,0,--,--,5,3,0,--,--,John Ramerman,regular season
2018 - SEA,5,116,100,10,8,4,15,98,92.45,--,--,11,6,0,1,0,--,--,57,59,0,--,--,John Randolph,regular season
2017 - SEA,13,280,251,16,19,8,28,300,94.94,--,--,20,15,0,0,0,--,--,171,109,0,--,--,John Randolph,regular season
Career,18,396,352,26,27,12,43,398,94.31,--,--,31,21,0,1,0,--,--,228,168,0,--,--,John Randolph,regular season
2012 - ROC,9,42,0,9,8,4,8,82,98.8,--,--,0,9,0,4,0,--,--,25,17,0,--,--,John Serafini,regular season
2014 - CIN,8,131,123,2,5,5,4,56,90.32,--,--,5,6,0,2,0,--,--,33,98,9,90,2.35,John Siemer,regular season
2013 - CIN,12,182,0,8,19,6,11,334,95.7,--,--,0,15,0,7,0,--,--,115,67,0,--,--,John Siemer,regular season
Career,20,313,123,10,24,11,15,390,94.89,--,--,5,21,0,9,0,--,--,148,165,9,90,2.35,John Siemer,regular season
2017 - SEA,1,24,19,1,0,1,1,3,75,--,--,1,1,0,0,0,--,--,4,20,0,--,--,John Stacey,regular season
2015 - SEA,5,68,61,9,4,1,11,14,87.5,--,--,1,0,0,3,0,--,--,15,53,0,--,--,John Stacey,regular season
Career,6,92,80,10,4,2,12,17,85,--,--,2,1,0,3,0,--,--,19,73,0,--,--,John Stacey,regular season
2013 - PHI,9,136,0,7,3,7,-1,188,92.61,--,--,0,15,0,3,0,--,--,78,58,1,100,--,John Stavinga,regular season
2013 - PHI,1,21,0,1,0,1,-1,23,92,--,--,0,2,0,1,0,--,--,16,5,0,--,--,John Stavinga,post-season
2021 - ATL,6,119,130,21,6,3,22,92,92,1201,659,15,7,0,1,0,10,83.33,82,37,0,--,--,John Stubbs,regular season
2021 - ATL,1,26,29,1,1,0,1,22,95.65,180,25,1,1,0,0,0,2,66.67,13,13,0,--,--,John Stubbs,post-season
2021 - MAD,4,46,54,0,1,3,2,10,83.33,34,178,4,1,0,1,0,0,0,3,43,0,--,--,John Tan,regular season
2018 - DC,6,99,85,7,1,0,1,44,86.27,--,--,5,6,0,1,0,--,--,21,78,0,--,--,John Walden,regular season
2017 - DC,7,100,94,1,7,2,6,28,87.5,--,--,5,4,0,0,0,--,--,7,93,0,--,--,John Walden,regular season
Career,13,199,179,8,8,2,7,72,86.75,--,--,10,10,0,1,0,--,--,28,171,0,--,--,John Walden,regular season
2021 - TB,1,30,33,2,3,1,4,22,95.65,111,198,1,0,1,2,0,1,100,26,4,0,--,--,John Wodatch,regular season
2017 - NY,11,283,288,12,13,5,7,182,88.35,--,--,14,21,0,2,0,--,--,101,182,135,93.75,6.62,John Wodatch,regular season
2016 - NY,4,104,98,11,7,5,14,74,91.36,--,--,2,7,0,2,0,--,--,76,28,9,90,7.87,John Wodatch,regular season
Career,16,417,420,25,23,11,25,278,89.68,111,198,17,28,1,6,0,1,100,203,214,144,93.51,6.7,John Wodatch,regular season
2016 - NY,1,25,20,5,1,1,7,24,96,--,--,0,0,0,0,0,--,--,22,3,1,100,5.7,John Wodatch,post-season
2012 - DET,9,49,0,1,17,11,25,25,89.29,--,--,0,3,0,1,0,--,--,26,23,0,--,--,John-Michael Guest,regular season
2019 - RAL,4,35,36,2,2,1,4,4,100,--,--,0,0,0,1,0,--,--,2,33,0,--,--,Johnnie Lynch,regular season
2018 - RAL,9,91,84,0,5,7,8,17,89.47,--,--,4,1,1,3,0,--,--,3,88,0,--,--,Johnnie Lynch,regular season
Career,13,126,120,2,7,8,12,21,91.3,--,--,4,1,1,4,0,--,--,5,121,0,--,--,Johnnie Lynch,regular season
2018 - RAL,2,10,12,0,1,1,-2,3,60,--,--,1,2,0,2,0,--,--,0,10,0,--,--,Johnnie Lynch,post-season
2017 - DET,3,74,86,11,12,3,8,81,81.82,--,--,9,18,0,0,0,--,--,64,10,3,100,8.5,Johnny Bansfield,regular season
2016 - PIT,3,66,76,9,2,4,5,64,81.01,--,--,3,10,1,0,0,--,--,30,36,15,83.33,6.3,Johnny Bansfield,regular season
2013 - DET,5,72,0,5,4,3,1,46,83.64,--,--,0,9,0,2,0,--,--,29,43,15,65.22,--,Johnny Bansfield,regular season
2012 - DET,11,71,0,16,10,17,15,189,96.43,--,--,0,24,0,4,0,--,--,40,31,0,--,--,Johnny Bansfield,regular season
Career,22,283,163,41,28,27,29,380,88.58,--,--,12,61,1,6,0,--,--,163,120,33,75,6.49,Johnny Bansfield,regular season
2016 - PIT,1,23,23,1,1,1,-1,23,85.19,--,--,1,4,0,0,0,--,--,11,12,2,66.67,6.14,Johnny Bansfield,post-season
2017 - AUS,6,86,66,3,0,4,3,44,91.67,--,--,3,4,0,0,0,--,--,10,76,1,100,1.47,Johnny Frohlichstein,regular season
2013 - CHI,16,131,0,5,3,6,7,107,94.69,--,--,0,6,0,1,0,--,--,36,95,2,66.67,--,Johnny Hock,regular season
2015 - PHI,12,242,236,6,24,5,24,40,81.63,--,--,9,8,0,3,0,--,--,175,67,0,--,--,Johnny Sisto,regular season
2021 - DAL,6,79,88,3,0,5,8,13,100,79,92,1,0,0,0,0,0,0,0,79,0,--,--,Jon DeAmicis,regular season
2018 - PIT,11,193,194,1,3,14,10,26,74.29,--,--,2,5,0,3,0,--,--,42,151,9,100,6.03,Jon DeAmicis,regular season
2017 - PIT,11,172,147,5,5,10,16,21,91.3,--,--,3,0,0,4,0,--,--,24,148,4,100,2.36,Jon DeAmicis,regular season
2016 - PIT,10,152,142,3,9,12,16,23,79.31,--,--,2,6,0,2,0,--,--,9,143,0,--,--,Jon DeAmicis,regular season
2015 - PIT,9,147,122,0,9,9,16,19,90.48,--,--,4,2,0,0,0,--,--,4,143,2,100,2.35,Jon DeAmicis,regular season
Career,47,743,693,12,26,50,66,102,84.3,79,92,12,13,0,9,0,0,0,79,664,15,100,4.56,Jon DeAmicis,regular season
2017 - PIT,2,33,23,2,2,3,7,5,100,--,--,0,0,0,0,0,--,--,4,29,0,--,--,Jon DeAmicis,post-season
2016 - PIT,2,20,23,0,1,2,3,4,100,--,--,2,0,0,0,0,--,--,4,16,0,--,--,Jon DeAmicis,post-season
2015 - PIT,1,9,5,0,1,0,1,0,0,--,--,0,0,0,0,0,--,--,0,9,0,--,--,Jon DeAmicis,post-season
Career,5,62,52,2,4,5,11,9,100,--,--,2,0,0,0,0,--,--,8,54,0,--,--,Jon DeAmicis,post-season
2021 - ATL,1,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,--,--,Jon Fey,regular season
2016 - ATL,1,8,6,0,1,0,1,2,100,--,--,0,0,0,0,0,--,--,5,3,0,--,--,Jon Fey,regular season
Career,2,21,21,0,1,0,1,2,100,0,0,0,0,0,0,0,0,0,5,16,0,--,--,Jon Fey,regular season
2014 - MIN,5,88,98,6,2,8,3,77,78.57,--,--,6,13,0,0,0,--,--,19,69,0,--,--,Jon Gaynor,regular season
2019 - DET,6,101,114,4,2,0,-1,38,84.44,--,--,2,6,0,1,0,--,--,51,50,1,100,4.4,Jon Gibson,regular season
2013 - DC,13,242,0,14,6,14,12,349,95.36,--,--,0,17,0,5,0,--,--,205,37,0,--,--,Jon Ginsberg,regular season
2017 - SJ,2,34,34,1,0,0,-1,27,93.1,--,--,1,2,0,0,0,--,--,1,33,0,--,--,Jon Greenberg,regular season
2016 - SJ,10,178,185,19,1,5,13,136,91.28,--,--,3,11,0,1,0,--,--,43,135,2,100,5.71,Jon Greenberg,regular season
Career,12,212,219,20,1,5,12,163,91.57,--,--,4,13,0,1,0,--,--,44,168,2,100,5.71,Jon Greenberg,regular season
2021 - OTT,5,66,74,1,2,4,5,6,75,2,101,1,1,0,1,0,0,0,0,66,0,--,--,Jon Hallett,regular season
2019 - OTT,10,138,135,3,4,8,11,21,91.3,--,--,1,2,0,2,0,--,--,18,120,0,--,--,Jon Hallett,regular season
Career,15,204,210,4,6,12,16,27,87.1,2,101,2,3,0,3,0,0,0,18,186,0,--,--,Jon Hallett,regular season
2016 - NSH,7,133,126,0,5,2,-3,136,93.79,--,--,5,9,0,1,0,--,--,120,13,0,--,--,Jon Meade,regular season
2017 - DC,12,243,249,14,8,4,-2,315,90.26,--,--,30,26,1,2,0,--,--,194,49,5,100,5.64,Jon Neeley,regular season
2016 - DC,13,271,255,16,9,5,8,372,93.47,--,--,28,19,1,3,0,--,--,231,40,0,--,--,Jon Neeley,regular season
Career,25,514,505,30,17,9,6,687,91.97,--,--,58,45,2,5,0,--,--,425,89,5,100,5.64,Jon Neeley,regular season
2017 - DC,2,31,30,4,0,0,3,21,95.45,--,--,2,1,0,0,0,--,--,10,21,0,--,--,Jon Neeley,post-season
2016 - DC,2,16,19,1,0,1,1,17,94.44,--,--,0,1,0,0,0,--,--,15,1,0,--,--,Jon Neeley,post-season
Career,4,47,49,5,0,1,4,38,95,--,--,2,2,0,0,0,--,--,25,22,0,--,--,Jon Neeley,post-season
2016 - DC,8,123,124,4,11,5,15,24,88.89,--,--,2,3,0,2,0,--,--,8,115,6,75,4.96,Jon Pressimone,regular season
2015 - DC,12,237,203,11,19,6,17,101,82.79,--,--,17,18,0,1,0,--,--,151,86,7,87.5,5.45,Jon Pressimone,regular season
2014 - DC,13,183,140,9,13,7,19,44,83.02,--,--,7,7,1,3,0,--,--,33,150,21,91.3,5.79,Jon Pressimone,regular season
2013 - DC,12,263,0,9,40,7,35,75,84.27,--,--,0,14,0,7,0,--,--,187,76,3,100,--,Jon Pressimone,regular season
Career,45,806,468,33,83,25,86,244,83.85,--,--,26,42,1,13,0,--,--,379,427,37,88.1,5.51,Jon Pressimone,regular season
2014 - DC,1,21,19,0,2,1,2,3,100,--,--,0,0,0,1,0,--,--,11,10,0,--,--,Jon Pressimone,post-season
2016 - CIN,4,32,18,0,0,0,-2,9,75,--,--,0,2,0,0,0,--,--,3,29,0,--,--,Jon Rosen,regular season
2014 - MIN,12,253,249,12,10,1,5,585,96.06,--,--,37,11,0,7,0,--,--,225,28,0,--,--,Jon Staron,regular season
2013 - MIN,15,275,0,18,22,15,34,399,95.45,--,--,0,18,1,3,0,--,--,210,65,0,--,--,Jon Staron,regular season
Career,27,528,249,30,32,16,39,984,95.81,--,--,37,29,1,10,0,--,--,435,93,0,--,--,Jon Staron,regular season
2016 - CHA,12,209,216,7,1,3,-9,215,89.21,--,--,12,18,0,2,0,--,--,107,102,10,76.92,3.5,Jon Stone,regular season
2015 - CHA,14,331,343,19,9,6,2,560,94.28,--,--,34,28,0,4,0,--,--,297,34,1,100,4.28,Jon Stone,regular season
2014 - DC,10,188,214,8,5,7,0,271,93.45,--,--,14,16,0,4,0,--,--,165,23,0,--,--,Jon Stone,regular season
Career,36,728,774,34,15,16,-7,1046,92.98,--,--,60,62,0,10,0,--,--,569,159,11,78.57,3.89,Jon Stone,regular season
